RAID Rent Affordability Indicator,Households where rent payments are less than or equal to 30% of household income,,,,,,,,,,,,,,,,,,,,,,,,,,,Households where rent payments are more than 30% of household income,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to be determined,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,
RNTRD Rent (weekly) Ranges,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable
Kimba - Cleve - Franklin Harbour,7,11,49,3,42,22,23,10,12,9,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,4,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,5,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,4,4,0,0,24,2277,8,18,56,12,64,32,32,17,19,7,13,0,4,0,0,0,0,0,0,0,0,4,4,0,0,47,2277
Le Hunte - Elliston,7,9,30,17,19,13,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1275,15,9,33,14,22,14,18,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,21,1275
Port Lincoln,21,45,146,22,88,88,124,92,130,92,129,60,82,30,29,12,10,4,3,0,0,0,0,0,0,0,0,7,11,29,12,39,68,69,59,67,61,50,25,24,12,16,0,7,0,0,0,0,0,0,0,0,0,0,4,9,12,10,8,4,12,17,12,7,26,6,12,6,7,7,5,0,0,0,0,0,0,0,0,73,0,3,0,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,14,5547,31,72,194,49,135,165,210,161,209,159,210,90,113,46,56,17,18,4,5,0,13,5,0,0,11,90,5547
West Coast (SA),36,37,26,4,11,10,21,0,21,9,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,4,5,8,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,0,5,5,0,6,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,7,13,1954,56,74,46,6,13,15,28,5,30,17,25,5,3,0,5,0,0,0,0,0,3,0,0,0,11,52,1954
Western,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35
Whyalla,61,113,431,212,328,321,279,110,179,110,138,39,55,21,16,3,3,6,4,0,0,0,0,0,0,0,0,10,63,67,86,141,104,86,43,53,23,53,7,22,3,0,0,0,6,0,0,3,0,0,0,0,0,0,0,12,31,8,24,22,18,18,19,10,9,7,3,5,0,0,4,0,0,0,0,0,0,0,0,146,0,8,3,11,6,16,13,5,4,3,0,12,0,3,0,11,0,0,0,0,0,3,17,3,0,0,52,7405,76,189,547,311,503,459,391,174,255,143,208,51,81,26,35,3,15,8,9,0,8,16,9,3,5,189,7405
Whyalla - North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APY Lands,74,117,44,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,366,87,153,65,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,366
Coober Pedy,12,14,13,13,30,13,15,9,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,10,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,1227,14,18,21,18,48,27,34,10,17,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,3,32,1227
Quorn - Lake Gilles,16,0,21,9,16,10,12,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,1420,15,3,22,24,22,19,21,12,14,6,3,0,8,0,0,0,3,0,0,0,0,0,0,0,9,28,1420
Outback,49,34,37,10,15,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,10,0,3,0,4,6,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84,1876,62,43,53,4,22,12,7,6,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,127,1876
Port Augusta,22,43,160,70,145,163,172,80,145,73,69,18,32,13,15,4,11,0,7,0,4,0,0,0,0,0,0,5,21,30,28,57,58,66,33,38,32,27,3,0,5,5,0,4,0,4,0,4,3,0,0,0,0,0,0,5,10,0,7,16,22,13,27,12,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,7,0,7,3,11,6,9,4,10,0,4,0,3,0,0,0,6,0,9,0,0,0,10,55,4583,30,71,210,107,218,238,268,128,213,120,117,32,47,18,15,9,18,4,14,0,16,9,4,3,10,139,4583
Roxby Downs,4,5,37,79,43,83,46,32,32,30,60,34,62,28,46,13,28,5,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,3,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,12,3,0,0,6,4,0,0,6,4,0,0,0,0,0,0,4,0,0,33,0,0,0,7,3,0,0,5,0,5,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,40,905,4,6,42,91,46,90,57,33,42,33,72,36,72,25,54,14,32,6,11,0,8,0,6,0,0,73,905
Goolwa - Port Elliot,12,4,30,9,34,17,42,21,82,67,85,53,55,6,10,0,3,5,3,0,3,3,0,0,0,0,0,0,0,3,10,14,45,50,66,92,65,82,33,47,10,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,9,9,7,8,3,5,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,19,8118,11,4,36,18,49,69,90,89,188,141,176,96,110,23,32,6,15,5,3,0,8,6,0,0,7,46,8118
Kangaroo Island,15,10,30,14,41,16,48,21,44,19,23,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,20,12,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,7,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,26,2856,18,10,34,18,64,37,78,35,54,33,26,5,7,3,5,0,0,0,0,0,0,0,3,0,20,50,2856
Strathalbyn,4,0,10,0,12,14,9,16,29,25,37,34,50,12,29,8,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,10,28,12,21,22,32,31,26,30,13,8,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,3,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799,4,3,16,5,22,40,28,38,53,56,82,59,84,21,32,9,3,0,0,0,0,3,0,0,6,18,2799
Strathalbyn Surrounds,8,0,14,3,15,3,18,6,24,10,14,11,12,4,8,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,4,3,11,13,6,0,8,8,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3412,7,6,22,7,27,13,22,10,39,28,30,14,27,9,15,3,5,0,4,0,6,3,0,0,0,20,3412
Victor Harbor,9,3,28,15,43,17,53,27,77,53,91,72,78,33,26,8,9,5,4,0,3,0,0,0,0,0,0,0,0,5,6,24,49,47,64,109,94,109,54,63,13,22,3,10,0,3,0,3,6,0,0,0,0,0,0,0,0,3,5,5,0,4,8,13,11,9,10,5,3,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,6,3,5,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,24,8214,9,4,32,26,77,69,103,95,193,168,215,140,151,58,52,13,20,3,12,0,4,8,0,0,4,64,8214
Yankalilla,3,4,9,0,22,13,17,11,20,18,26,8,22,8,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,12,16,11,14,27,21,19,4,16,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4299,7,3,19,7,29,31,36,29,47,38,45,13,40,13,20,0,6,0,6,0,4,0,0,0,5,36,4299
Grant,11,3,20,10,31,10,32,6,19,7,10,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,9,6,6,4,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2510,11,3,26,8,39,18,37,14,28,14,12,3,3,4,6,0,0,0,0,0,0,0,0,0,0,23,2510
Kingston - Robe,8,3,14,14,27,15,35,20,33,9,19,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,14,4,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,14,3040,8,3,15,13,35,36,51,30,53,17,33,10,6,4,0,0,0,0,0,0,0,0,6,0,5,47,3040
Millicent,5,8,37,36,92,32,55,20,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,49,39,29,15,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,5,9,43,51,148,70,82,38,44,16,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,2082
Naracoorte,4,3,24,22,30,34,62,36,81,39,51,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,22,36,25,18,23,18,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2257,4,3,25,27,62,76,90,59,108,62,73,19,10,0,0,0,3,0,0,0,0,0,0,0,0,33,2257
Naracoorte Surrounds,15,9,21,0,13,10,11,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,16,9,21,4,17,10,11,4,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1015
Penola,18,4,26,10,28,20,25,8,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,21,8,34,13,37,37,32,19,32,4,8,0,7,0,6,0,0,0,0,0,0,0,0,0,0,30,1302
Tatiara,23,18,48,26,54,49,64,47,43,19,16,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,18,20,6,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,7,8,9,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2615,22,20,56,28,68,65,91,61,60,26,21,7,6,6,0,0,0,3,0,0,0,0,0,0,0,48,2615
Wattle Range,6,0,14,7,22,8,10,7,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1753,6,0,16,10,32,19,18,8,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1753
Mount Gambier - East,18,23,97,53,125,116,128,92,134,88,71,40,39,27,18,7,12,8,0,0,0,0,0,0,0,0,0,4,18,25,22,47,57,71,47,59,40,18,12,13,9,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,7,5,0,6,13,6,11,10,5,0,7,3,0,0,5,0,0,0,0,0,0,0,0,52,0,0,0,4,0,0,0,0,3,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,13,5069,26,34,127,86,177,182,203,146,207,141,97,54,52,38,21,8,15,4,0,4,0,0,0,0,4,71,5069
Mount Gambier - West,11,36,120,69,150,101,157,128,143,103,80,46,42,16,22,0,3,0,0,0,5,0,0,0,0,0,0,0,9,40,26,71,60,69,44,50,31,32,7,9,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,5,7,8,12,6,3,10,11,7,12,6,8,3,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,3,4,8,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,21,5106,14,44,169,105,235,163,236,185,204,144,127,57,61,21,27,5,8,5,3,3,9,0,0,0,8,88,5106
Barmera,16,9,52,20,43,30,54,26,47,11,14,9,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,14,26,27,23,22,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2564,17,13,66,29,52,61,89,51,74,24,18,11,8,3,5,0,0,0,0,0,0,0,0,0,0,32,2564
Berri,3,18,62,23,27,43,89,42,66,34,11,13,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,19,30,35,29,33,12,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12,1407,9,18,79,27,51,78,133,76,105,47,27,12,13,13,4,4,0,0,8,0,0,0,0,0,5,48,1407
Karoonda - Lameroo,10,4,30,8,31,9,21,10,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1443,11,4,36,20,45,20,30,14,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1443
Loxton,6,16,39,10,24,30,53,28,49,26,18,7,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,16,29,18,17,20,6,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2056,6,18,53,13,41,61,78,50,72,39,35,20,24,12,3,0,0,0,3,0,0,0,0,0,0,27,2056
Loxton Surrounds,10,0,8,8,7,6,3,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,9,0,10,6,16,13,3,3,15,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,767
Mannum,8,6,21,18,32,18,43,16,34,13,23,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,23,36,22,29,11,11,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4599,11,10,32,26,50,37,87,42,67,24,37,6,7,4,4,0,0,0,0,0,0,3,0,0,5,25,4599
Murray Bridge,22,27,178,50,87,73,174,190,338,119,154,19,24,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,9,28,26,43,59,114,149,165,81,54,4,14,3,9,6,0,0,8,0,6,3,0,0,0,0,0,0,0,9,10,9,8,23,15,27,15,12,15,3,0,5,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5876,20,36,218,80,141,143,318,361,533,213,220,34,48,6,19,7,0,0,11,0,11,0,0,0,3,125,5876
Murray Bridge Surrounds,6,3,7,3,27,3,12,6,12,0,8,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,7,0,8,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814,6,0,14,3,33,10,16,16,18,3,17,3,4,0,3,0,0,0,3,0,5,0,0,0,0,24,1814
Renmark,3,15,59,20,28,55,91,30,55,20,21,3,19,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,13,0,25,38,44,19,21,10,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,9,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,3,0,3,0,4,0,7,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,9,1649,9,15,80,27,63,96,147,56,89,34,27,10,24,7,3,0,3,0,0,0,4,0,0,0,5,45,1649
Renmark Surrounds,14,8,14,14,18,18,23,9,22,3,13,3,10,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,9,12,7,6,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,3,1954,22,10,19,16,28,24,33,28,28,15,18,8,9,0,4,0,3,6,0,0,4,0,4,0,0,19,1954
The Coorong,15,19,56,24,45,20,50,20,36,6,13,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,13,24,16,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,6,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,23,24,61,27,68,34,75,38,59,13,16,4,9,0,0,0,0,0,4,0,4,0,0,0,0,55,2606
Waikerie,11,17,50,22,49,33,69,24,41,12,15,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,31,22,5,16,9,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,0,0,0,3,3,3,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,12,3790,17,21,54,30,72,71,97,40,62,27,25,6,10,6,3,0,0,4,0,0,0,0,0,0,8,43,3790
Migratory - Offshore - Shipping (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Augusta,7,3,19,11,13,8,33,3,19,10,37,10,28,11,24,11,11,0,4,0,9,0,0,0,0,0,0,0,0,5,5,4,5,8,5,13,10,22,11,23,6,7,0,0,0,7,0,7,0,0,0,3,0,0,0,0,0,0,0,0,5,0,8,0,11,0,5,5,0,0,3,4,0,0,4,0,0,0,0,38,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,8,3335,16,3,26,19,19,16,45,9,41,19,70,21,60,23,32,15,17,6,10,4,19,0,0,0,16,42,3335
Busselton Surrounds,4,4,17,4,15,7,31,3,24,6,28,9,27,12,51,11,25,19,40,10,44,17,3,0,0,0,0,0,0,0,0,8,9,14,0,10,5,8,3,10,12,29,11,20,20,26,8,30,7,0,0,3,0,0,0,0,3,0,0,0,5,0,5,0,0,0,4,0,4,3,10,9,6,0,7,7,0,0,0,45,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,46,37,6646,7,8,25,8,16,17,50,3,37,8,38,16,37,20,83,25,56,41,80,22,80,33,9,9,51,84,6646
Margaret River,0,0,15,5,15,9,13,10,27,17,45,15,58,34,81,35,48,19,27,0,13,16,5,0,0,0,0,0,0,7,5,0,15,14,7,9,14,27,12,39,20,37,20,20,7,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,9,9,5,10,3,13,0,8,0,0,0,0,37,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,3,0,0,0,0,13,4,0,10,15,4069,3,0,22,13,25,23,29,25,32,31,68,29,104,70,125,57,79,29,49,6,35,33,11,5,13,61,4069
Busselton - East,10,3,35,12,22,11,21,11,8,16,36,20,56,40,66,27,34,18,13,8,12,0,0,0,0,0,0,0,0,4,8,13,23,9,5,22,9,45,26,57,20,42,9,17,7,6,0,8,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,7,5,6,9,15,9,13,6,8,0,12,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3645,9,4,44,21,34,41,31,21,36,29,94,55,123,68,124,48,67,34,24,8,28,6,4,5,3,35,3645
